cmp_segid,cmp_name,cmp_from,cmp_to,direction,length,cls_hcm85,year,period,auto_speed,los_hcm85,transit_speed,transit_sd,transit_cv,atspd_ratio
88,Duboce/Division,Mission,Market,W,0.348636697167,3,2011,AM,14.1038893902,C,,,,
97,Folsom,8th,4th,E,0.687212732205,3,2011,AM,17.0451218356,C,9.06,2.15,23.73068432671081677700,1.8813600260044150
77,Doyle/Lombard/Richardson,County Line,SF Cemetery,E,1.15791853500,1,2017,PM,39.4,A,21.3,4.854981944,22.79334246009389671400,1.8497652582159624
46,Broadway,Gough,Larkin,E,0.364312036169,3,2009,AM,15.0798148603,C,,,,
79,Doyle/Lombard/Richardson,Lyon/Francisco,Van Ness,E,1.29004337304,3,2011,AM,19.1835178237,B,,,,
166,Masonic,Geary,Page,S,0.787685338768,3,2019,AM,12.312042939719241,D,8.174129533988365,1.7292375293195976,21.15500521651091056500,1.5062206793427071
24,19th Ave/Park Presidio,Sloat,Lincoln,N,2.12907723919,3,2015,PM,19.5,B,10.0,2.0,20.00000000000000000000,1.9500000000000000
130,Guerrero/San Jose,29th,Monterey,S,1.16595263224,1,2011,PM,27.6475687617,C,,,,
113,Geary,Gough,Arguello,W,1.91511841291,3,1993,AM,23.8,B,,,,
52,Broadway,Powell,Larkin,W,0.547817354303,1,1993,AM,35.6,A,,,,
28,19th Ave/Park Presidio,Lake,Lincoln,S,1.84601372457,3,2007,PM,15.7555554355,C,,,,
137,Junipero Serra,County Line,Brotherhood,N,0.289362174587,1,2015,AM,27.0,C,9.8,7.7,78.57142857142857142900,2.7551020408163265
100,Franklin,Market,Pine,N,1.06130230475,3,2019,AM,10.378960639865289,D,,,,
201,Potrero,21st,Division,N,0.795213636929,3,1993,AM,21.4,B,,,,
33,Alemany,Bay Shore,Lyell,W,1.56629050264,3,1993,AM,35.4,A,,,,
52,Broadway,Powell,Larkin,W,0.547817354303,1,1993,PM,24.7,C,,,,
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2001,AM,23.5,B,,,,
244,I-80,US-101,Fremont Exit,E,1.73853632973,Fwy,1999,AM,28.8,F,,,,
116,Geneva,Ocean,Cayuga,E,0.558812922082,3,2019,PM,9.171722177500502,D,6.4901902057129135,1.2313631707335038,18.97268233602169116000,1.4131669314448137
72,Clay,Kearny,Davis,E,0.378528736482,3,1999,AM,12.5,D,,,,
84,Drumm,Washington,Market,S,0.216551603299,3,2013,PM,5.45110410095,F,,,,
160,Market/Portola,Castro,Burnett,W,1.62544141161,3,2006,PM,28.0,A,,,,
151,Market/Portola,Sloat,Santa Clara,E,0.431052323524,3,2006,PM,21.0,B,,,,
56,Bryant,Division,4th,E,0.993047358802,3,2004,PM,9.6,D,,,,
101,Franklin,Pine,Lombard,N,0.830624686731,3,2006,PM,17.5,C,,,,
90,Embarcadero,North Point,Townsend,S,2.16491593596,3,2009,AM,13.2315443299,C,,,,
207,Sloat,Junipero Serra,Skyline,W,1.37870968010,1,2017,PM,24.6,C,10.8,1.774621381,16.43167945370370370400,2.2777777777777778
12,5th St,Market,Brannan,S,0.722304002247,3,1993,PM,13.5,C,,,,
243,US-101,Cortland,Monster Park Exit,S,2.29826827120,Fwy,2015,AM,32.3,E,,,,
222,Van Ness/S VanNess,13th,Golden Gate,N,0.807720551166,3,2019,PM,7.627994717762817,E,6.306670721073653,1.3632883982695887,21.61660975440146843200,1.2095121269410781
75,Columbus,North Point,Greenwich,S,0.424419897198,3,2007,AM,12.4775606603,D,7.0,,,1.7825086657571429
139,Junipero Serra,19th,Sloat,N,1.21069461907,1,2004,AM,17.3,D,,,,
79,Doyle/Lombard/Richardson,Lyon/Francisco,Van Ness,E,1.29004337304,3,2015,AM,19.0,B,13.7,3.3,24.08759124087591240900,1.3868613138686131
224,Van Ness/S VanNess,Washington,Lombard,N,0.576466903859,3,2006,PM,22.4,B,7.9,,,2.8354430379746835
120,Geneva,Paris,Cayuga,W,0.328791999333,3,1991,PM,10.4,D,,,,
162,Market/Portola,Santa Clara,Sloat,W,0.430782046226,3,2015,AM,15.4,C,,,,
218,Turk,Hyde,Gough,W,0.456299639356,3,2017,PM,9.9,D,,,,
121,Geneva,Cayuga,Ocean,W,0.527710560386,3,2017,PM,9.1,D,6.2,1.020956875,16.46704637096774193500,1.4677419354838710
108,Fulton,10th Ave,Park Presidio,W,0.204862455561,3,2019,AM,19.074435333989282,B,11.040080278094056,3.1844876072569006,28.84478669576002468500,1.7277442603236456
186,Oak,Fillmore,Laguna,E,0.273835595627,3,2013,AM,11.8,D,,,,
158,Market/Portola,Van Ness,Guerrero,W,0.431522395133,3,2006,PM,12.1,D,6.5,,,1.8615384615384615
226,Van Ness/S VanNess,Washington,Golden Gate,S,0.839659491227,3,2007,PM,10.3643377343,D,7.6,,,1.3637286492500000
52,Broadway,Powell,Larkin,W,0.547817354303,1,2007,PM,30.9677900283,B,,,,
27,19th Ave/Park Presidio,US-101,Lake,S,1.25908915215,1,2013,AM,42.9,A,17.3,3.5,20.23121387283236994200,2.4797687861271676
117,Geneva,Cayuga,Paris,E,0.328791999333,3,2015,AM,11.7,D,6.9,1.2,17.39130434782608695700,1.6956521739130435
27,19th Ave/Park Presidio,US-101,Lake,S,1.25908915215,1,2013,PM,42.9,A,19.0,1.7,8.94736842105263157900,2.2578947368421053
209,Stanyan,Turk,Fulton,S,0.199649573974,3,2019,AM,15.945913233685744,C,,,,
51,Broadway,Montgomery,Powell,W,0.354653552186,3,2004,PM,10.2,D,,,,
36,Bay,Embarcadero,Van Ness,W,1.07470567787,3,2019,PM,14.636880216802169,C,,,,
83,Drumm,Market,Washington,N,0.216252234754,3,2013,AM,11.2340425532,D,,,,
177,Mission/Otis,Cesar Chavez,Ocean,S,1.94753609270,3,1993,AM,17.6,C,,,,
201,Potrero,21st,Division,N,0.795213636929,3,2011,AM,24.3162735278,B,9.91,2.53,25.52976791120080726500,2.4537107495257316
212,Sutter,Mason,Gough,W,0.820507468686,3,2013,PM,12.3,D,6.6,0.9,13.63636363636363636400,1.8636363636363636
185,Oak,Divisadero,Fillmore,E,0.366017476977,3,2006,PM,24.6,B,,,,
163,Masonic,Page,Geary,N,0.787685338768,3,2011,AM,12.7904528126,D,8.62,2.69,31.20649651972157772600,1.4838112311600928
201,Potrero,21st,Division,N,0.795213636929,3,2006,AM,17.7,C,11.7,,,1.5128205128205128
53,Broadway,Larkin,Gough,W,0.363564254544,3,2017,AM,15.1,C,,,,
190,Ocean,Howth,Miramar,W,0.484469999936,3,2017,PM,8.0,E,4.8,1.06249183,22.13524645833333333300,1.6666666666666667
115,Geary,25th Ave,Great Hwy,W,1.78761096415,3,2011,AM,24.4870830047,B,8.13,1.87,23.00123001230012300100,3.0119413289913899
150,Main,Mission,Market,N,0.121791230451,3,2011,AM,21.7485909286,B,3.3,1.67,50.60606060606060606100,6.5904820995757576
22,16th St,Mission,Market,W,0.736030323322,3,2007,AM,13.6900482304,C,7.2,,,1.9013955875555556
175,Mission/Otis,9th,14th,S,0.682812825019,3,2009,AM,15.7547530659,C,7.94802308298,,,1.9822228623917101
25,19th Ave/Park Presidio,Lincoln,Lake,N,1.84601264148,3,2009,PM,28.4949371507,A,13.25,,,2.1505612943924528
73,Columbus,Montgomery,Greenwich,N,0.670645592975,3,1999,AM,14.9,C,,,,
240,I-280,Weldon,Junipero Serra,S,4.07165382419,Fwy,2004,AM,50.5,C,,,,
158,Market/Portola,Van Ness,Guerrero,W,0.431522395133,3,2009,AM,14.2083552903,C,,,,
113,Geary,Gough,Arguello,W,1.91511841291,3,2006,AM,17.7,C,,,,
162,Market/Portola,Santa Clara,Sloat,W,0.430782046226,3,2011,AM,12.5035826067,D,,,,
15,7th St,Brannan,Market,N,0.722734761560,3,1999,PM,13.7,C,,,,
154,Market/Portola,Castro,Guerrero,E,0.793811305289,3,2015,PM,11.4,D,6.2,0.7,11.29032258064516129000,1.8387096774193548
61,Castro/Divisadero,14th,Geary,N,1.13408167104,3,2009,PM,12.3055983611,D,7.56372525147,,,1.6269229714165547
135,Hayes,Market,Gough,W,0.391576854315,3,2007,PM,13.2807216269,C,5.3,,,2.5057965333773585
109,Geary,Great Hwy,25th Ave,E,1.77842309125,3,1993,PM,26.2,A,,,,
174,Mission/Otis,3rd,9th,S,0.979368189260,3,2009,AM,15.4621409879,C,8.84231797623,,,1.7486524494443051
70,Cesar Chavez,Kansas,Bryant,W,0.377772402655,3,1993,PM,17.5,C,,,,
236,US-101,I-80,Market,N,1.26905790716,Fwy,2007,AM,20.903723,F,,,,
22,16th St,Mission,Market,W,0.736030323322,3,2017,PM,10.1,D,5.1,0.522719135,10.24939480392156862700,1.9803921568627451
52,Broadway,Powell,Larkin,W,0.547817354303,1,2011,PM,29.5555908746,B,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2017,PM,7.3,E,,,,
194,O'Farrell,Gough,Mason,E,0.847471383395,3,2009,PM,11.2257364774,D,8.74196675112,,,1.2841202439899220
195,O'Farrell,Mason,Market,E,0.283457090901,3,2019,PM,7.216070911909068,E,5.705067372075996,1.4975143442412686,26.24884592197801879100,1.2648528827597769
164,Masonic,Geary,Bush/Euclid,N,0.200551608548,3,2006,AM,14.2,C,,,,
134,Harrison,8th,Division,W,0.399153591986,3,2006,AM,14.3,C,,,,
239,I-280,6th/Brannan,Weldon,S,3.46971923620,Fwy,2001,AM,47.3,C,,,,
83,Drumm,Market,Washington,N,0.216252234754,3,2017,PM,8.3,E,,,,
157,Market/Portola,Drumm,Van Ness,W,1.77159669853,3,2013,PM,11.7,D,7.0,0.3,4.28571428571428571400,1.6714285714285714
88,Duboce/Division,Mission,Market,W,0.348636697167,3,1993,PM,6.2,F,,,,
99,Folsom,1st,Embarcadero,E,0.344679701988,3,2013,PM,16.0,C,,,,
100,Franklin,Market,Pine,N,1.06130230475,3,2007,AM,16.8625421863,C,,,,
210,Sutter,Divisadero,Gough,E,0.822182703122,3,2011,AM,14.4632576213,C,8.2,2.08,25.36585365853658536600,1.7638119050365854
26,19th Ave/Park Presidio,Lake,US-101,N,1.18461024485,1,1993,PM,35.9,A,,,,
23,19th Ave/Park Presidio,Junipero Serra,Sloat,N,1.24888872158,3,2007,AM,16.3575179336,C,,,,
206,Sloat,Skyline,Junipero Serra,E,1.37751577085,1,2017,PM,19.9,D,10.5,1.425193,13.57326666666666666700,1.8952380952380952
243,US-101,Cortland,Monster Park Exit,S,2.29826827120,Fwy,2013,PM,59.4,B,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2017,AM,7.6,E,,,,
26,19th Ave/Park Presidio,Lake,US-101,N,1.18461024485,1,2017,AM,45.2,A,23.8,1.547531519,6.50223327310924369700,1.8991596638655462
131,Harrison,Embarcadero,1st,W,0.342951254629,3,2013,AM,17.4,C,,,,
159,Market/Portola,Guerrero,Castro,W,0.793811305289,3,2019,PM,13.581211663468087,C,,,,
213,Sutter,Gough,Divisadero,W,0.822182703122,3,2019,AM,11.969704341520893,D,7.889606229481621,1.3248106671015318,16.79184776232586721300,1.5171485107574692
243,US-101,Cortland,Monster Park Exit,S,2.29826827120,Fwy,2011,PM,51.3282401271,C,,,,
139,Junipero Serra,19th,Sloat,N,1.21069461907,1,1993,PM,20.5,D,,,,
177,Mission/Otis,Cesar Chavez,Ocean,S,1.94753609270,3,2011,PM,15.4946050796,C,8.22,1.91,23.23600973236009732400,1.8849884525060827
215,Townsend,2nd,7th,W,0.859940109574,3,2015,PM,9.4,D,5.7,3.5,61.40350877192982456100,1.6491228070175439
215,Townsend,2nd,7th,W,0.859940109574,3,2015,AM,12.4,D,9.2,3.9,42.39130434782608695700,1.3478260869565217
118,Geneva,Paris,Santos,E,1.18847158845,3,2001,AM,25.0,B,,,,
155,Market/Portola,Guerrero,Van Ness,E,0.431522394244,3,2006,AM,6.7,F,5.8,,,1.1551724137931034
201,Potrero,21st,Division,N,0.795213636929,3,2019,PM,12.32260798992514,D,8.988458764931769,2.7687724552078565,30.80363972976266005500,1.3709366991815621
58,Bush,Masonic,Gough,E,1.24315754846,3,2019,AM,16.993247956753972,C,,,,
61,Castro/Divisadero,14th,Geary,N,1.13408167104,3,1991,PM,4.5,F,,,,
61,Castro/Divisadero,14th,Geary,N,1.13408167104,3,2007,PM,13.8193602647,C,7.9,,,1.7492861094556962
189,Ocean,Miramar,Howth,E,0.484469999936,3,2004,PM,13.2,C,,,,
134,Harrison,8th,Division,W,0.399153591986,3,2019,AM,10.097772162053749,D,5.4765101483359375,0.9852680049649004,17.99080031403353760700,1.8438333698919563
38,Bayshore,Industrial,Cesar Chavez,N,0.829650030423,3,2006,AM,11.2,D,,,,
85,Duboce/Division,Market,Mission,E,0.348379445760,3,2009,AM,9.7,D,,,,
184,Oak,Stanyan,Divisadero,E,0.917342330159,3,2013,PM,21.1,B,,,,
214,Townsend,7th,2nd,E,0.859492995265,3,2013,AM,17.2,C,8.2,1.3,15.85365853658536585400,2.0975609756097561
67,Cesar Chavez,Bryant,Kansas,E,0.375195772370,3,2013,AM,26.2,A,,,,
40,Bayshore,Industrial,County Line,S,2.26068778151,3,2007,AM,30.0867609909,A,,,,
231,West Portal,Ulloa,Sloat,S,0.535165055910,3,2007,AM,15.1083943387,C,8.1,,,1.8652338689753086
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2013,PM,12.8,D,6.6,1.0,15.15151515151515151500,1.9393939393939394
85,Duboce/Division,Market,Mission,E,0.348379445760,3,2017,AM,9.2,D,,,,
213,Sutter,Gough,Divisadero,W,0.822182703122,3,2015,PM,11.8,D,7.6,0.8,10.52631578947368421100,1.5526315789473684
118,Geneva,Paris,Santos,E,1.18847158845,3,2015,AM,15.8,C,10.0,1.4,14.00000000000000000000,1.5800000000000000
196,Pine,Market,Kearny,W,0.382655359247,3,2011,PM,13.2086409427,C,,,,
198,Pine,Leavenworth,Franklin,W,0.455701314987,3,2007,AM,18.293985746,C,,,,
121,Geneva,Cayuga,Ocean,W,0.527710560386,3,2015,PM,9.7,D,6.4,0.6,9.37500000000000000000,1.5156250000000000
47,Broadway,Larkin,Powell,E,0.547817354303,1,2015,PM,29.7744360902,B,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2007,PM,30.7311789105,A,,,,
80,Doyle/Lombard/Richardson,Van Ness,Lyon/Francisco,W,1.29004337304,3,1993,AM,19.7,B,,,,
218,Turk,Hyde,Gough,W,0.456299639356,3,2001,PM,9.1,D,,,,
86,Duboce/Division,Mission,Potrero,E,0.662291590226,3,2011,PM,18.521275486,C,9.67,2.61,26.99069286452947259600,1.9153335559462254
13,6th St,Brannan,Market,N,0.722782725809,3,2015,PM,7.5,E,,,,
47,Broadway,Larkin,Powell,E,0.547817354303,1,2007,AM,18.2181863282,D,,,,
140,Junipero Serra,Sloat,19th,S,1.21066503663,1,2013,PM,26.3,C,,,,
114,Geary,Arguello,25th Ave,W,1.42315966319,3,2004,AM,11.0,D,,,,
5,3rd St,Evans,Terry Francois,N,2.35998926098,3,2017,AM,16.2,C,,,,
202,Potrero,Division,21st,S,0.795213636929,3,1993,PM,22.6,B,,,,
20,16th St,Mission,Potrero,E,0.666427034121,3,2007,PM,9.75802644748,D,6.3,,,1.5488930869015873
63,Castro/Divisadero,Pine,Geary,S,0.265206469451,3,1999,PM,8.3,E,,,,
91,Evans,Cesar Chavez,3rd,S,0.725419720476,3,2019,AM,15.729848995592151,C,10.476401667955725,2.9508188468026515,28.16633936276375067600,1.5014553177838912
41,Beale/Davis,Clay,Mission,S,0.324642787669,3,2017,PM,8.1,E,6.0,1.34170168,22.36169466666666666700,1.3500000000000000
219,Turk,Gough,Divisadero,W,0.821631342898,3,2019,AM,16.758544130549215,C,,,,
24,19th Ave/Park Presidio,Sloat,Lincoln,N,2.12907723919,3,1993,AM,19.2,B,,,,
52,Broadway,Powell,Larkin,W,0.547817354303,1,2004,PM,10.6,F,,,,
209,Stanyan,Turk,Fulton,S,0.199649573974,3,2006,AM,16.6,C,,,,
69,Cesar Chavez,3rd,Kansas,W,0.797391648337,3,2011,AM,23.0423382066,B,7.75,3.08,39.74193548387096774200,2.9732049298838710
121,Geneva,Cayuga,Ocean,W,0.527710560386,3,1999,PM,14.2,C,,,,
148,Lincoln/ Kezar,Stanyan,5th Ave,W,0.699712820656,3,2006,PM,23.6,B,,,,
182,North Point,Embarcadero,Columbus,W,0.613771483517,3,2013,AM,15.170984456,C,9.2,1.9,20.65217391304347826100,1.6490200495652174
27,19th Ave/Park Presidio,US-101,Lake,S,1.25908915215,1,2015,PM,38.0,A,18.8,3.6,19.14893617021276595700,2.0212765957446809
120,Geneva,Paris,Cayuga,W,0.328791999333,3,2007,AM,9.86324410958,D,,,,
66,Cesar Chavez,Guerrero,Bryant,E,0.755057869522,3,1993,AM,19.0,B,,,,
106,Fulton,Masonic,Arguello,W,0.659455079392,3,2006,PM,20.7,B,10.3,,,2.0097087378640777
34,Alemany,Lyell,Junipero Serra,W,3.02655519968,3,2015,PM,22.2,B,,,,
47,Broadway,Larkin,Powell,E,0.547817354303,1,1993,AM,22.5,B,,,,
115,Geary,25th Ave,Great Hwy,W,1.78761096415,3,2009,PM,22.037398469,B,11.2742522435,,,1.9546660827732792
240,I-280,Weldon,Junipero Serra,S,4.07165382419,Fwy,2004,PM,31.4,E,,,,
72,Clay,Kearny,Davis,E,0.378528736482,3,1997,PM,10.4,D,,,,
88,Duboce/Division,Mission,Market,W,0.348636697167,3,2013,PM,14.7,C,,,,
139,Junipero Serra,19th,Sloat,N,1.21069461907,1,2006,AM,18.8,D,,,,
34,Alemany,Lyell,Junipero Serra,W,3.02655519968,3,2017,AM,15.3,C,,,,
120,Geneva,Paris,Cayuga,W,0.328791999333,3,1993,PM,12.3,D,,,,
20,16th St,Mission,Potrero,E,0.666427034121,3,2009,PM,12.7746773168,D,8.05307069867,,,1.5863113332545055
242,US-101,I-80,Cortland,S,1.96819137287,Fwy,2001,PM,44.4,D,,,,
206,Sloat,Skyline,Junipero Serra,E,1.37751577085,1,1993,AM,19.8,D,,,,
18,10th St,Market,Brannan,S,0.726749459703,3,2009,PM,16.3283454896,C,,,,
232,I-280,Junipero Serra,Weldon,E,4.02580481717,Fwy,1993,PM,59.1,B,,,,
16,8th St,Market,Bryant,S,0.602907603633,3,2004,AM,15.9,C,,,,
18,10th St,Market,Brannan,S,0.726749459703,3,1993,PM,20.5,B,,,,
127,Guerrero/San Jose,Monterey,29th,N,1.16980568480,1,2015,AM,12.7,F,,,,
138,Junipero Serra,Brotherhood,19th,N,0.338531960516,1,1999,PM,26.5,C,,,,
204,Skyline,County Line,Sloat,N,1.94410438321,3,2007,AM,46.7663621482,A,,,,
210,Sutter,Divisadero,Gough,E,0.822182703122,3,2009,AM,16.2190902305,C,,,,
124,Gough,Pine,Geary,S,0.255620329960,3,2015,PM,12.6,D,,,,
38,Bayshore,Industrial,Cesar Chavez,N,0.829650030423,3,2001,AM,14.8,C,,,,
129,Guerrero/San Jose,Cesar Chavez,29th,S,0.284216818075,3,2001,AM,20.5,B,,,,
83,Drumm,Market,Washington,N,0.216252234754,3,2015,AM,12.9836065574,D,,,,
226,Van Ness/S VanNess,Washington,Golden Gate,S,0.839659491227,3,2001,AM,7.3,E,,,,
56,Bryant,Division,4th,E,0.993047358802,3,2019,AM,11.078662052362326,D,6.713463199190836,1.9407951880834484,28.90900166574786072000,1.6502156522877225
235,US-101,Cortland,I-80,N,1.90212110186,Fwy,2011,AM,36.9254559258,F,,,,
17,9th St,Brannan,Market,N,0.722619010047,3,2017,AM,9.1,D,,,,
163,Masonic,Page,Geary,N,0.787685338768,3,2015,AM,12.3,D,7.4,3.1,41.89189189189189189200,1.6621621621621622
190,Ocean,Howth,Miramar,W,0.484469999936,3,1993,PM,14.9,C,,,,
59,Bush,Gough,Market,E,1.45497411971,3,1991,PM,3.2,F,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2006,PM,21.8,B,,,,
132,Harrison,1st,4th,W,0.516426449075,3,2001,AM,15.2,C,,,,
85,Duboce/Division,Market,Mission,E,0.348379445760,3,2011,AM,16.5668964401,C,,,,
66,Cesar Chavez,Guerrero,Bryant,E,0.755057869522,3,2019,PM,10.53642762674504,D,,,,
77,Doyle/Lombard/Richardson,County Line,SF Cemetery,E,1.15791853500,1,2013,PM,34.1,B,19.7,1.9,9.64467005076142132000,1.7309644670050761
198,Pine,Leavenworth,Franklin,W,0.455701314987,3,2013,AM,13.5460122699,C,,,,
144,King,4th,2nd,E,0.344637634925,3,2007,PM,21.7186871578,B,,,,
106,Fulton,Masonic,Arguello,W,0.659455079392,3,1993,PM,18.9,C,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2015,AM,11.8,D,,,,
116,Geneva,Ocean,Cayuga,E,0.558812922082,3,2001,PM,14.6,C,,,,
46,Broadway,Gough,Larkin,E,0.364312036169,3,2019,AM,10.929347272248089,D,,,,
198,Pine,Leavenworth,Franklin,W,0.455701314987,3,2001,PM,9.4,D,,,,
230,West Portal,Sloat,Ulloa,N,0.535165055910,3,2019,AM,14.53,C,,,,
237,I-80,Treasure Island,Fremont Exit,W,2.71014073660,Fwy,2013,AM,46.4,D,,,,
56,Bryant,Division,4th,E,0.993047358802,3,1993,AM,12.2,D,,,,
146,Lincoln/ Kezar,19th Ave,5th Ave,E,0.831209653185,3,2019,PM,16.600955717947322,C,10.155324553768859,2.459825070920986,24.22202321449285535700,1.6347045956090444
130,Guerrero/San Jose,29th,Monterey,S,1.16595263224,1,1995,PM,23.0,C,,,,
47,Broadway,Larkin,Powell,E,0.547817354303,1,2013,PM,25.2229299363,C,,,,
158,Market/Portola,Van Ness,Guerrero,W,0.431522395133,3,2007,AM,13.8855489607,C,8.3,,,1.6729577061084337
175,Mission/Otis,9th,14th,S,0.682812825019,3,2007,PM,13.3704836459,C,5.7,,,2.3456988852456140
32,Alemany,Lyell,Bay Shore,E,1.59170419230,3,2019,PM,28.20900370780933,A,,,,
45,Brannan,6th,Division,W,0.544046730846,3,2019,PM,10.102516688567675,D,,,,
235,US-101,Cortland,I-80,N,1.90212110186,Fwy,1991,AM,21.4,F,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2007,AM,21.9017070811,B,,,,
26,19th Ave/Park Presidio,Lake,US-101,N,1.18461024485,1,2015,AM,37.4,A,19.9,3.3,16.58291457286432160800,1.8793969849246231
82,Doyle/Lombard/Richardson,SF Cemetery,County Line,W,1.14718637200,1,2006,AM,28.7,B,,,,
106,Fulton,Masonic,Arguello,W,0.659455079392,3,2006,AM,18.5,C,11.6,,,1.5948275862068966
140,Junipero Serra,Sloat,19th,S,1.21066503663,1,2006,PM,18.8,D,,,,
21,16th St,Potrero,Mission,W,0.666427034121,3,2019,AM,11.957272458128914,D,7.435219117563692,2.029359397875228,27.29387481105184773000,1.6081936885872126
23,19th Ave/Park Presidio,Junipero Serra,Sloat,N,1.24888872158,3,2007,PM,16.008636402,C,,,,
40,Bayshore,Industrial,County Line,S,2.26068778151,3,1993,PM,22.0,B,,,,
48,Broadway,Powell,Montgomery,E,0.354654055522,3,2017,PM,9.5,D,5.6,0.530260757,9.46894208928571428600,1.6964285714285714
73,Columbus,Montgomery,Greenwich,N,0.670645592975,3,2017,AM,11.6,D,6.6,0.621731218,9.42016996969696969700,1.7575757575757576
155,Market/Portola,Guerrero,Van Ness,E,0.431522394244,3,2017,PM,9.1,D,3.8,1.145736627,30.15096386842105263200,2.3947368421052632
225,Van Ness/S VanNess,Lombard,Washington,S,0.576466382615,3,2019,AM,12.127099778970635,D,7.929461264065822,1.7311050925610123,21.83130776369276550400,1.5293724724941123
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,1991,PM,10.3,D,,,,
150,Main,Mission,Market,N,0.121791230451,3,1999,PM,7.7,E,,,,
59,Bush,Gough,Market,E,1.45497411971,3,2004,PM,9.2,D,,,,
169,Mission/Otis,Cesar Chavez,14th,N,1.39150936015,3,2015,AM,12.7,D,7.8,0.4,5.12820512820512820500,1.6282051282051282
62,Castro/Divisadero,Geary,Pine,N,0.265206469451,3,2006,PM,7.5,E,5.5,,,1.3636363636363636
43,Brannan,6th,3rd,E,0.510995373176,3,2019,AM,10.08165189779944,D,,,,
55,Brotherhood,Alemany,Junipero Serra,W,0.470988433104,3,2019,AM,24.029261573778854,B,,,,
84,Drumm,Washington,Market,S,0.216551603299,3,2009,AM,8.73331242947,E,7.30103658429,,,1.1961743142421582
171,Mission/Otis,9th,3rd,N,0.979367599471,3,2013,AM,16.2,C,9.6,0.8,8.33333333333333333300,1.6875000000000000
113,Geary,Gough,Arguello,W,1.91511841291,3,2007,PM,20.5402729454,B,,,,
239,I-280,6th/Brannan,Weldon,S,3.46971923620,Fwy,2009,AM,62.9483720887,A,,,,
77,Doyle/Lombard/Richardson,County Line,SF Cemetery,E,1.15791853500,1,2019,AM,45.7848037378629,A,,,,
206,Sloat,Skyline,Junipero Serra,E,1.37751577085,1,1995,PM,24.9,C,,,,
218,Turk,Hyde,Gough,W,0.456299639356,3,2011,AM,12.7947772429,D,6.71,1.82,27.12369597615499254800,1.9068222418628912
57,Bryant,4th,Embarcadero,E,0.772988184956,3,2019,AM,11.673750191832214,D,,,,
30,19th Ave/Park Presidio,Sloat,Junipero Serra,S,1.24888872158,3,2013,PM,18.2,C,9.0,1.8,20.00000000000000000000,2.0222222222222222
73,Columbus,Montgomery,Greenwich,N,0.670645592975,3,2013,AM,13.3,C,6.1,0.5,8.19672131147540983600,2.1803278688524590
156,Market/Portola,Van Ness,Drumm,E,1.77159678410,3,1991,PM,9.6,D,,,,
233,I-280,Weldon,6th/Brannan,N,3.51470300942,Fwy,2019,PM,25.45898321123321,F,,,,
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2001,AM,23.8,B,,,,
26,19th Ave/Park Presidio,Lake,US-101,N,1.18461024485,1,2009,PM,46.0144281367,A,26.7026800918,,,1.7232138488911588
92,Evans,3rd,Cesar Chavez,N,0.725419720476,3,2011,AM,15.8652912002,C,14.35,4.18,29.12891986062717770000,1.1055952055888502
151,Market/Portola,Sloat,Santa Clara,E,0.431052323524,3,2011,PM,21.0915865106,B,4.77,1.92,40.25157232704402515700,4.4217162496016771
85,Duboce/Division,Market,Mission,E,0.348379445760,3,2006,AM,12.0,D,,,,
90,Embarcadero,North Point,Townsend,S,2.16491593596,3,2007,PM,18.5114712612,C,,,,
39,Bayshore,Jerrold,Industrial,S,0.802763976744,3,2001,AM,17.5,C,,,,
136,Howard,Embarcadero,S Van Ness,W,2.10857259785,3,2011,AM,15.0310519049,C,25.1,5.56,22.15139442231075697200,0.59884668943824701195
78,Doyle/Lombard/Richardson,SF Cemetery,Lyon/Francisco,E,0.925783629892,1,2015,PM,35.1,A,18.5,3.0,16.21621621621621621600,1.8972972972972973
88,Duboce/Division,Mission,Market,W,0.348636697167,3,2001,PM,7.4,E,,,,
136,Howard,Embarcadero,S Van Ness,W,2.10857259785,3,1993,PM,13.6,C,,,,
149,Lincoln/ Kezar,5th Ave,19th Ave,W,0.830036717317,3,2017,AM,18.2,C,14.5,2.232665519,15.39769323448275862100,1.2551724137931034
171,Mission/Otis,9th,3rd,N,0.979367599471,3,2019,PM,9.957130203720107,D,6.956581386220492,1.4497754687557594,20.84034367264726067300,1.4313251942172435
124,Gough,Pine,Geary,S,0.255620329960,3,1993,AM,25.6,A,,,,
65,Castro/Divisadero,14th,Market,S,0.322082953500,3,2009,PM,15.1540827365,C,9.00370846411,,,1.6830934494276690
115,Geary,25th Ave,Great Hwy,W,1.78761096415,3,2015,AM,15.4,C,10.7,0.8,7.47663551401869158900,1.4392523364485981
214,Townsend,7th,2nd,E,0.859492995265,3,2017,AM,11.2,D,8.0,1.02537969,12.81724612500000000000,1.4000000000000000
